user_id,blacklist_ip,reason
4711,192.168.232.130,Suspicious IP
3783,192.168.174.81,Large transaction
6266,192.168.72.33,Large transaction
9329,192.168.112.193,Large transaction
241,192.168.223.184,High-frequency access
497,192.168.8.95,Large transaction
7696,192.168.227.7,Failed logins
4940,192.168.106.110,High-frequency access
6730,192.168.4.252,Large transaction
518,192.168.155.90,Suspicious IP
832,192.168.253.160,Suspicious IP
9173,192.168.78.87,High-frequency access
4432,192.168.212.64,High-frequency access
3452,192.168.128.13,Suspicious IP
3454,192.168.31.225,High-frequency access
9800,192.168.36.172,High-frequency access
2486,192.168.65.192,Large transaction
8760,192.168.2.173,Suspicious IP
1056,192.168.69.224,Suspicious IP
3139,192.168.97.224,Large transaction
2713,192.168.61.32,Suspicious IP
5094,192.168.233.113,Failed logins
3288,192.168.209.75,Large transaction
1558,192.168.147.133,Large transaction
5812,192.168.97.23,Suspicious IP
3689,192.168.162.74,Failed logins
7054,192.168.150.226,Large transaction
9509,192.168.247.85,Failed logins
5067,192.168.114.52,Suspicious IP
1397,192.168.202.33,Suspicious IP
654,192.168.224.180,High-frequency access
7757,192.168.112.237,Suspicious IP
686,192.168.44.191,Suspicious IP
8416,192.168.248.107,Failed logins
350,192.168.212.208,Large transaction
9841,192.168.165.250,Large transaction
4848,192.168.196.78,Suspicious IP
5685,192.168.115.135,Failed logins
3926,192.168.73.222,High-frequency access
2120,192.168.100.202,Large transaction
2047,192.168.201.217,High-frequency access
9482,192.168.20.61,Failed logins
4753,192.168.32.254,Suspicious IP
7436,192.168.224.206,Large transaction
8134,192.168.201.112,Failed logins
7440,192.168.112.109,Failed logins
1960,192.168.106.222,High-frequency access
2489,192.168.37.65,Large transaction
7816,192.168.161.243,Large transaction
9937,192.168.31.238,High-frequency access
8759,192.168.19.150,Suspicious IP
9679,192.168.243.4,Large transaction
5732,192.168.123.45,Failed logins
6620,192.168.64.216,Large transaction
2445,192.168.90.181,Large transaction
7091,192.168.180.130,Failed logins
4109,192.168.83.140,Failed logins
9985,192.168.188.234,Failed logins
439,192.168.72.168,High-frequency access
4354,192.168.171.109,Suspicious IP
3774,192.168.101.212,Suspicious IP
4172,192.168.157.40,Large transaction
8772,192.168.4.187,High-frequency access
6773,192.168.234.229,Suspicious IP
7265,192.168.179.89,Large transaction
3976,192.168.71.101,High-frequency access
5320,192.168.202.165,High-frequency access
9777,192.168.131.215,Suspicious IP
7766,192.168.225.28,Large transaction
9622,192.168.55.236,Failed logins
5666,192.168.34.179,High-frequency access
1774,192.168.194.221,Large transaction
4804,192.168.44.40,Failed logins
7519,192.168.187.15,Large transaction
1302,192.168.205.188,Failed logins
3046,192.168.221.176,Failed logins
4673,192.168.7.176,High-frequency access
8671,192.168.28.94,Large transaction
6245,192.168.131.76,Large transaction
8759,192.168.16.22,Large transaction
4872,192.168.190.222,Large transaction
1387,192.168.85.221,Large transaction
4398,192.168.70.207,Suspicious IP
7183,192.168.101.30,Failed logins
5076,192.168.222.17,Suspicious IP
3019,192.168.195.64,Failed logins
2359,192.168.136.156,High-frequency access
6706,192.168.10.169,High-frequency access
4982,192.168.0.48,Large transaction
9056,192.168.140.183,Suspicious IP
7206,192.168.190.79,Suspicious IP
5086,192.168.59.57,Large transaction
8836,192.168.140.148,High-frequency access
6839,192.168.2.184,Large transaction
7172,192.168.241.26,Failed logins
2559,192.168.229.87,Failed logins
7320,192.168.241.239,Suspicious IP
6740,192.168.14.180,Failed logins
4131,192.168.59.40,Suspicious IP
6285,192.168.20.81,Suspicious IP
3789,192.168.170.141,Suspicious IP
2593,192.168.50.101,Failed logins
5920,192.168.191.195,Large transaction
6696,192.168.222.137,Failed logins
7369,192.168.49.251,High-frequency access
1627,192.168.24.219,Suspicious IP
3647,192.168.209.121,High-frequency access
1550,192.168.166.86,Suspicious IP
6421,192.168.3.22,Failed logins
5686,192.168.229.235,Large transaction
6192,192.168.68.102,Failed logins
8923,192.168.174.37,Suspicious IP
5823,192.168.33.251,High-frequency access
1703,192.168.14.156,Large transaction
1713,192.168.49.57,Large transaction
9374,192.168.124.178,Suspicious IP
114,192.168.210.68,Large transaction
6509,192.168.253.115,High-frequency access
8012,192.168.73.197,Failed logins
1765,192.168.165.94,Failed logins
6045,192.168.27.212,High-frequency access
9053,192.168.16.22,Failed logins
165,192.168.28.215,Suspicious IP
629,192.168.3.234,Large transaction
1697,192.168.201.173,Failed logins
9734,192.168.54.54,Failed logins
8615,192.168.218.5,Large transaction
8378,192.168.138.228,Failed logins
5221,192.168.149.253,Failed logins
4819,192.168.116.225,Suspicious IP
4273,192.168.128.201,Large transaction
3737,192.168.51.244,Suspicious IP
958,192.168.126.211,Large transaction
1381,192.168.15.221,Suspicious IP
9995,192.168.42.188,Failed logins
4526,192.168.70.206,High-frequency access
2696,192.168.198.9,High-frequency access
663,192.168.84.153,Failed logins
990,192.168.17.227,Large transaction
4816,192.168.152.161,High-frequency access
8752,192.168.84.227,Large transaction
6224,192.168.60.215,High-frequency access
3148,192.168.134.251,Failed logins
9400,192.168.38.249,Suspicious IP
4609,192.168.193.230,High-frequency access
6774,192.168.186.185,Suspicious IP
5127,192.168.22.247,Failed logins
3402,192.168.134.86,Failed logins
1331,192.168.18.12,Large transaction
2898,192.168.7.201,Large transaction
6386,192.168.45.104,High-frequency access
2670,192.168.110.47,Suspicious IP
2118,192.168.101.121,High-frequency access
7993,192.168.205.157,Failed logins
6005,192.168.182.169,Large transaction
1053,192.168.105.145,Suspicious IP
684,192.168.125.42,High-frequency access
6102,192.168.16.92,High-frequency access
4763,192.168.40.228,Failed logins
5162,192.168.207.245,Suspicious IP
672,192.168.177.235,High-frequency access
8291,192.168.122.140,High-frequency access
6043,192.168.145.14,Suspicious IP
3186,192.168.209.36,High-frequency access
4672,192.168.165.97,Suspicious IP
7236,192.168.213.138,Large transaction
4871,192.168.113.149,Large transaction
3672,192.168.22.65,Failed logins
1549,192.168.88.99,Failed logins
8893,192.168.151.20,High-frequency access
4825,192.168.5.54,Suspicious IP
9304,192.168.15.128,High-frequency access
1427,192.168.185.246,Failed logins
4006,192.168.39.132,Suspicious IP
8998,192.168.159.232,Large transaction
7047,192.168.104.17,Failed logins
8942,192.168.109.229,High-frequency access
3388,192.168.38.189,Suspicious IP
2275,192.168.42.36,Suspicious IP
4981,192.168.176.95,Large transaction
4155,192.168.187.206,Suspicious IP
2170,192.168.151.136,Large transaction
5084,192.168.2.243,Large transaction
1270,192.168.252.217,Suspicious IP
6111,192.168.122.175,Suspicious IP
2563,192.168.93.196,Suspicious IP
707,192.168.98.226,Failed logins
4843,192.168.148.18,Large transaction
173,192.168.90.104,Large transaction
3373,192.168.161.81,Suspicious IP
9964,192.168.75.109,Failed logins
2639,192.168.134.210,Failed logins
4949,192.168.241.98,Suspicious IP
3538,192.168.74.154,Large transaction
2486,192.168.235.141,Suspicious IP
2883,192.168.109.140,Suspicious IP
7016,192.168.202.224,Suspicious IP
822,192.168.0.29,High-frequency access
6508,192.168.6.170,Large transaction
8182,192.168.13.182,Large transaction
648,192.168.113.177,Suspicious IP
8696,192.168.46.187,High-frequency access
2664,192.168.64.198,Failed logins
7156,192.168.90.42,Suspicious IP
3729,192.168.3.241,Failed logins
222,192.168.182.182,Failed logins
9251,192.168.235.50,Failed logins
6530,192.168.224.101,High-frequency access
4120,192.168.214.25,Suspicious IP
7706,192.168.46.45,Large transaction
912,192.168.72.195,High-frequency access
8437,192.168.246.17,Large transaction
7224,192.168.21.149,High-frequency access
522,192.168.104.233,High-frequency access
8733,192.168.246.93,Failed logins
4779,192.168.4.237,Suspicious IP
6894,192.168.85.212,High-frequency access
5246,192.168.137.58,Suspicious IP
3631,192.168.203.116,Large transaction
9912,192.168.111.97,Suspicious IP
8945,192.168.116.52,Failed logins
4636,192.168.154.190,Large transaction
4722,192.168.255.14,Large transaction
5540,192.168.169.116,Large transaction
6150,192.168.215.184,Failed logins
7761,192.168.209.239,Large transaction
1026,192.168.151.120,Large transaction
4759,192.168.63.254,Suspicious IP
9817,192.168.18.6,Suspicious IP
1241,192.168.115.214,Large transaction
7872,192.168.148.86,Suspicious IP
639,192.168.95.185,Suspicious IP
8935,192.168.190.59,Suspicious IP
969,192.168.91.253,Large transaction
3816,192.168.247.228,High-frequency access
1889,192.168.243.151,High-frequency access
4659,192.168.119.88,Failed logins
7005,192.168.88.195,Large transaction
1647,192.168.88.102,Large transaction
8839,192.168.51.222,Failed logins
2453,192.168.200.39,Failed logins
1949,192.168.217.49,Suspicious IP
2169,192.168.34.22,High-frequency access
1349,192.168.1.77,Large transaction
3475,192.168.29.108,High-frequency access
5792,192.168.132.245,Failed logins
9536,192.168.80.2,Large transaction
1757,192.168.177.25,Failed logins
3405,192.168.92.226,High-frequency access
3477,192.168.97.143,Failed logins
6103,192.168.23.84,Suspicious IP
9614,192.168.96.163,Large transaction
6559,192.168.203.182,Suspicious IP
9038,192.168.143.38,High-frequency access
8262,192.168.213.163,High-frequency access
887,192.168.28.63,Failed logins
4397,192.168.53.212,High-frequency access
1512,192.168.176.50,High-frequency access
724,192.168.242.119,Large transaction
733,192.168.95.60,High-frequency access
4425,192.168.69.72,Large transaction
9207,192.168.223.203,Large transaction
4938,192.168.75.224,Large transaction
474,192.168.190.128,Failed logins
8057,192.168.64.231,Suspicious IP
7769,192.168.91.96,Large transaction
1586,192.168.15.239,High-frequency access
810,192.168.7.231,Failed logins
8952,192.168.119.17,Failed logins
3985,192.168.28.135,Suspicious IP
4866,192.168.207.129,Suspicious IP
8901,192.168.128.52,Large transaction
7745,192.168.167.86,Suspicious IP
4166,192.168.41.179,Large transaction
8087,192.168.33.180,Failed logins
3371,192.168.186.220,Failed logins
4369,192.168.148.197,Suspicious IP
9123,192.168.182.73,Failed logins
5665,192.168.74.85,Suspicious IP
9542,192.168.62.215,Suspicious IP
1443,192.168.117.157,Failed logins
8361,192.168.237.162,Large transaction
1832,192.168.180.28,Large transaction
7330,192.168.239.129,Failed logins
7411,192.168.132.159,High-frequency access
1115,192.168.213.115,Failed logins
495,192.168.75.86,Failed logins
2777,192.168.5.9,High-frequency access
7680,192.168.108.24,Suspicious IP
4907,192.168.4.189,Failed logins
6944,192.168.132.173,Suspicious IP
7874,192.168.179.158,Large transaction
7419,192.168.170.184,Failed logins
1871,192.168.204.131,Suspicious IP
2381,192.168.184.105,High-frequency access
7958,192.168.94.233,Suspicious IP
423,192.168.150.59,Failed logins
9972,192.168.113.250,Suspicious IP
9058,192.168.26.71,Failed logins
9461,192.168.89.49,Suspicious IP
9091,192.168.0.36,High-frequency access
1144,192.168.185.164,Large transaction
1164,192.168.123.169,Suspicious IP
7962,192.168.217.222,Suspicious IP
890,192.168.173.201,High-frequency access
4268,192.168.162.106,Failed logins
8790,192.168.202.80,High-frequency access
9900,192.168.249.207,Failed logins
7179,192.168.137.68,Large transaction
4629,192.168.114.42,Failed logins
5881,192.168.200.7,Large transaction
4786,192.168.220.97,Suspicious IP
3472,192.168.77.134,Failed logins
9097,192.168.240.23,Failed logins
6634,192.168.68.238,Suspicious IP
586,192.168.202.40,Failed logins
863,192.168.47.58,High-frequency access
2662,192.168.149.154,Large transaction
2346,192.168.24.2,Suspicious IP
3065,192.168.188.50,High-frequency access
2909,192.168.95.137,Large transaction
2023,192.168.64.47,Suspicious IP
5818,192.168.25.123,Failed logins
1651,192.168.104.3,Failed logins
2876,192.168.56.185,Failed logins
2179,192.168.242.108,Failed logins
5199,192.168.85.79,Suspicious IP
1302,192.168.207.105,High-frequency access
6067,192.168.27.120,High-frequency access
8740,192.168.142.145,Large transaction
5822,192.168.68.15,Suspicious IP
3261,192.168.44.227,Large transaction
7204,192.168.31.213,Failed logins
8257,192.168.35.95,High-frequency access
597,192.168.192.6,High-frequency access
4142,192.168.152.80,Failed logins
9527,192.168.215.117,Suspicious IP
6508,192.168.46.186,Large transaction
2964,192.168.164.212,Failed logins
4073,192.168.233.173,Failed logins
8386,192.168.122.184,High-frequency access
5777,192.168.147.222,High-frequency access
3619,192.168.168.114,High-frequency access
2966,192.168.10.236,High-frequency access
773,192.168.98.168,High-frequency access
938,192.168.236.203,Failed logins
3914,192.168.73.131,Failed logins
9909,192.168.54.48,Large transaction
1577,192.168.227.204,Suspicious IP
630,192.168.65.40,High-frequency access
4960,192.168.247.50,High-frequency access
4098,192.168.208.211,High-frequency access
6791,192.168.8.112,Suspicious IP
5622,192.168.150.235,Large transaction
444,192.168.114.80,Suspicious IP
4852,192.168.206.117,Failed logins
1204,192.168.5.223,High-frequency access
3272,192.168.169.54,High-frequency access
4509,192.168.61.195,Failed logins
5733,192.168.19.163,Failed logins
519,192.168.1.144,High-frequency access
3393,192.168.71.130,Suspicious IP
2226,192.168.122.21,High-frequency access
3431,192.168.108.249,Large transaction
5805,192.168.55.170,Failed logins
3390,192.168.86.183,Failed logins
4866,192.168.147.139,Large transaction
2805,192.168.116.197,Suspicious IP
2840,192.168.22.104,Suspicious IP
4750,192.168.87.27,High-frequency access
2478,192.168.82.113,High-frequency access
6417,192.168.160.16,Large transaction
8184,192.168.79.20,Failed logins
7727,192.168.65.228,High-frequency access
268,192.168.184.144,Failed logins
6646,192.168.82.103,Suspicious IP
8489,192.168.97.97,Large transaction
6340,192.168.100.3,High-frequency access
6024,192.168.153.178,Failed logins
6288,192.168.43.122,Large transaction
8092,192.168.54.172,Suspicious IP
5375,192.168.84.80,Suspicious IP
3640,192.168.225.78,Suspicious IP
1891,192.168.149.61,High-frequency access
1080,192.168.26.227,Failed logins
6118,192.168.129.246,Large transaction
4098,192.168.231.112,Suspicious IP
859,192.168.214.47,High-frequency access
7105,192.168.60.93,Suspicious IP
698,192.168.48.251,Large transaction
8671,192.168.254.86,Suspicious IP
2411,192.168.242.180,Suspicious IP
1700,192.168.139.76,Failed logins
6236,192.168.36.39,Failed logins
6617,192.168.149.219,Suspicious IP
2792,192.168.191.233,Suspicious IP
8788,192.168.41.49,Large transaction
1326,192.168.131.233,High-frequency access
2904,192.168.60.232,Suspicious IP
4843,192.168.25.222,Large transaction
6424,192.168.92.204,Suspicious IP
2881,192.168.156.163,Suspicious IP
8481,192.168.188.129,Suspicious IP
5288,192.168.161.187,Suspicious IP
5680,192.168.50.98,Failed logins
3520,192.168.57.70,High-frequency access
9795,192.168.87.148,Failed logins
2855,192.168.192.8,High-frequency access
2790,192.168.186.34,Failed logins
1257,192.168.169.135,Suspicious IP
2319,192.168.227.113,Large transaction
1136,192.168.55.33,Large transaction
1753,192.168.146.160,Large transaction
3126,192.168.191.171,Failed logins
5806,192.168.161.110,Suspicious IP
9150,192.168.33.113,High-frequency access
1893,192.168.35.60,Failed logins
689,192.168.76.209,Suspicious IP
2684,192.168.124.248,High-frequency access
5053,192.168.111.76,Large transaction
7939,192.168.91.200,Large transaction
558,192.168.45.233,Large transaction
6968,192.168.28.212,High-frequency access
6285,192.168.32.102,Suspicious IP
9165,192.168.1.161,Large transaction
1099,192.168.17.38,Failed logins
5044,192.168.65.150,Suspicious IP
3488,192.168.184.174,Suspicious IP
822,192.168.21.154,Large transaction
2066,192.168.223.4,Suspicious IP
4257,192.168.184.67,Failed logins
8826,192.168.148.254,High-frequency access
2765,192.168.149.186,Suspicious IP
55,192.168.61.56,Large transaction
6305,192.168.111.201,Suspicious IP
6868,192.168.152.77,Large transaction
8855,192.168.144.142,High-frequency access
7520,192.168.239.33,High-frequency access
7160,192.168.239.217,Large transaction
8462,192.168.135.6,Failed logins
8325,192.168.29.92,Suspicious IP
6158,192.168.212.75,Failed logins
457,192.168.223.147,Large transaction
8190,192.168.43.24,Suspicious IP
6412,192.168.39.217,High-frequency access
4642,192.168.112.72,Large transaction
9724,192.168.231.39,High-frequency access
870,192.168.100.221,High-frequency access
8139,192.168.49.94,Large transaction
8802,192.168.90.61,Suspicious IP
8076,192.168.211.88,Failed logins
4757,192.168.89.93,High-frequency access
9474,192.168.241.40,Suspicious IP
2129,192.168.131.95,Failed logins
5768,192.168.152.216,Failed logins
119,192.168.96.122,Large transaction
6413,192.168.211.191,Large transaction
7283,192.168.156.225,Failed logins
6290,192.168.254.174,High-frequency access
1913,192.168.197.36,High-frequency access
4603,192.168.122.6,Large transaction
7938,192.168.119.200,Failed logins
4262,192.168.237.29,High-frequency access
7505,192.168.186.159,Failed logins
4177,192.168.192.172,Large transaction
8847,192.168.66.29,High-frequency access
1046,192.168.141.119,Suspicious IP
7171,192.168.205.25,Large transaction
7238,192.168.156.196,High-frequency access
1254,192.168.144.31,Suspicious IP
9727,192.168.186.153,High-frequency access
3533,192.168.33.26,Large transaction
5142,192.168.150.224,High-frequency access
5931,192.168.184.83,Large transaction
2779,192.168.16.48,Suspicious IP
810,192.168.90.47,Failed logins
9310,192.168.174.153,Suspicious IP
6799,192.168.99.29,Suspicious IP
2053,192.168.39.115,High-frequency access
7091,192.168.171.200,Suspicious IP
2660,192.168.80.48,Large transaction
8056,192.168.99.167,Failed logins
6438,192.168.254.207,Large transaction
4873,192.168.135.116,Failed logins
3585,192.168.81.69,High-frequency access
8795,192.168.183.248,Failed logins
5765,192.168.44.186,Failed logins
1978,192.168.150.130,High-frequency access
515,192.168.42.7,Large transaction
4540,192.168.20.71,Large transaction
607,192.168.227.182,Failed logins
3075,192.168.188.166,Large transaction
6747,192.168.187.193,Failed logins
9849,192.168.189.203,Large transaction
9518,192.168.84.246,Large transaction
3693,192.168.36.213,Large transaction
2108,192.168.202.86,High-frequency access
7455,192.168.255.204,Failed logins
2986,192.168.253.176,Suspicious IP
9209,192.168.8.106,Large transaction
1014,192.168.44.235,Failed logins
5573,192.168.118.119,Suspicious IP
7276,192.168.69.50,Large transaction
957,192.168.120.132,Large transaction
5018,192.168.164.16,Suspicious IP
9375,192.168.128.202,Failed logins
8897,192.168.164.64,Suspicious IP
8216,192.168.93.194,High-frequency access
477,192.168.168.168,Suspicious IP
6013,192.168.35.44,Suspicious IP
3392,192.168.32.13,Failed logins
3341,192.168.42.253,Suspicious IP
711,192.168.1.109,High-frequency access
6203,192.168.239.153,Failed logins
176,192.168.178.136,High-frequency access
4546,192.168.189.172,Failed logins
9132,192.168.233.115,High-frequency access
1157,192.168.179.224,Suspicious IP
5031,192.168.42.93,High-frequency access
9374,192.168.221.23,Failed logins
3651,192.168.136.169,Large transaction
2987,192.168.114.145,Failed logins
7914,192.168.102.193,High-frequency access
1683,192.168.100.32,High-frequency access
1970,192.168.95.218,Failed logins
9135,192.168.178.134,High-frequency access
1104,192.168.214.23,Large transaction
2370,192.168.71.163,Large transaction
5092,192.168.100.105,Failed logins
4711,192.168.87.75,Suspicious IP
4766,192.168.166.93,Failed logins
4325,192.168.175.63,Large transaction
1195,192.168.215.138,Suspicious IP
5457,192.168.176.231,Failed logins
3141,192.168.211.71,High-frequency access
1906,192.168.26.247,Suspicious IP
2686,192.168.183.197,Failed logins
2499,192.168.164.37,High-frequency access
5822,192.168.216.207,Large transaction
1127,192.168.110.4,Suspicious IP
4983,192.168.70.120,Failed logins
8765,192.168.21.147,Large transaction
9905,192.168.205.63,High-frequency access
6556,192.168.18.200,Large transaction
9107,192.168.46.143,Failed logins
9889,192.168.191.122,Suspicious IP
3735,192.168.104.223,Failed logins
6788,192.168.231.209,Large transaction
5162,192.168.72.166,Failed logins
4955,192.168.18.153,Large transaction
6250,192.168.250.111,Failed logins
8808,192.168.43.254,High-frequency access
7116,192.168.55.223,High-frequency access
8829,192.168.174.131,Failed logins
5718,192.168.238.129,Suspicious IP
2735,192.168.205.81,Suspicious IP
4544,192.168.163.43,Suspicious IP
6496,192.168.85.202,Failed logins
7670,192.168.121.225,Large transaction
2864,192.168.139.104,Large transaction
5446,192.168.152.167,Failed logins
3416,192.168.251.28,Failed logins
6439,192.168.250.183,High-frequency access
8578,192.168.96.250,Suspicious IP
2422,192.168.218.47,High-frequency access
6651,192.168.13.213,Suspicious IP
1236,192.168.113.108,High-frequency access
612,192.168.195.34,High-frequency access
7459,192.168.124.46,Suspicious IP
9624,192.168.242.57,Failed logins
9309,192.168.212.218,Failed logins
7642,192.168.229.112,High-frequency access
8889,192.168.15.112,High-frequency access
3042,192.168.2.174,Suspicious IP
1951,192.168.129.105,Suspicious IP
1282,192.168.10.254,Suspicious IP
660,192.168.172.237,Failed logins
1847,192.168.245.155,Large transaction
4445,192.168.236.122,Large transaction
4178,192.168.41.150,Failed logins
2306,192.168.72.142,Suspicious IP
4610,192.168.46.60,Large transaction
4449,192.168.221.151,Large transaction
3950,192.168.239.25,High-frequency access
8666,192.168.103.123,Large transaction
3093,192.168.92.248,High-frequency access
4070,192.168.99.254,Suspicious IP
3987,192.168.137.147,Large transaction
9336,192.168.243.161,Suspicious IP
3863,192.168.114.110,Large transaction
4286,192.168.195.169,Large transaction
766,192.168.55.245,Large transaction
4471,192.168.85.220,High-frequency access
6623,192.168.5.53,High-frequency access
6814,192.168.236.184,Failed logins
6157,192.168.125.155,Failed logins
2023,192.168.133.31,Failed logins
2233,192.168.184.106,Large transaction
4978,192.168.235.64,Suspicious IP
3402,192.168.226.203,High-frequency access
3163,192.168.53.228,Large transaction
4196,192.168.219.190,Suspicious IP
7412,192.168.45.78,Large transaction
5356,192.168.101.6,High-frequency access
3850,192.168.78.29,High-frequency access
4341,192.168.77.196,Failed logins
5313,192.168.207.137,High-frequency access
1452,192.168.31.102,High-frequency access
7521,192.168.185.91,Large transaction
9183,192.168.137.57,Suspicious IP
8361,192.168.171.136,Large transaction
2641,192.168.233.1,Large transaction
1206,192.168.237.97,Large transaction
838,192.168.239.59,Suspicious IP
7267,192.168.172.229,High-frequency access
6876,192.168.26.50,High-frequency access
8084,192.168.142.227,High-frequency access
8487,192.168.102.108,Large transaction
8042,192.168.253.130,Large transaction
7413,192.168.14.217,Suspicious IP
7054,192.168.174.16,Suspicious IP
456,192.168.79.255,Failed logins
499,192.168.50.251,Suspicious IP
8137,192.168.158.10,Large transaction
1641,192.168.99.173,Large transaction
8778,192.168.34.29,Large transaction
313,192.168.130.144,High-frequency access
2188,192.168.41.98,Suspicious IP
4920,192.168.158.107,High-frequency access
2573,192.168.191.15,Large transaction
111,192.168.202.172,Suspicious IP
2665,192.168.1.247,High-frequency access
1435,192.168.84.27,High-frequency access
7615,192.168.44.199,High-frequency access
6194,192.168.228.91,High-frequency access
9659,192.168.173.79,Failed logins
7676,192.168.74.29,Large transaction
842,192.168.102.31,Suspicious IP
9317,192.168.207.250,Large transaction
9599,192.168.10.71,Failed logins
1048,192.168.162.115,Large transaction
3293,192.168.253.191,Suspicious IP
3701,192.168.233.247,High-frequency access
7666,192.168.217.133,Suspicious IP
5796,192.168.96.61,Large transaction
4500,192.168.231.241,Suspicious IP
7407,192.168.35.210,High-frequency access
5363,192.168.138.132,Large transaction
4346,192.168.90.128,High-frequency access
426,192.168.243.26,Failed logins
8192,192.168.61.240,Large transaction
9138,192.168.237.247,Failed logins
2796,192.168.9.90,Failed logins
8943,192.168.43.152,High-frequency access
15,192.168.101.160,Failed logins
2016,192.168.72.159,High-frequency access
9895,192.168.170.205,Failed logins
3991,192.168.250.232,Suspicious IP
2764,192.168.173.246,High-frequency access
9149,192.168.105.131,High-frequency access
9690,192.168.52.109,High-frequency access
4978,192.168.44.83,Large transaction
5349,192.168.119.182,Suspicious IP
4384,192.168.255.252,Suspicious IP
3664,192.168.249.95,Suspicious IP
9335,192.168.217.93,High-frequency access
9110,192.168.242.20,High-frequency access
1325,192.168.105.71,Large transaction
7620,192.168.1.49,Suspicious IP
6772,192.168.244.22,Failed logins
6021,192.168.254.118,High-frequency access
9365,192.168.250.156,Large transaction
1101,192.168.113.77,Failed logins
2492,192.168.17.208,Suspicious IP
7208,192.168.127.251,Failed logins
2987,192.168.62.151,High-frequency access
8012,192.168.190.211,Suspicious IP
8859,192.168.180.120,Failed logins
2653,192.168.190.50,Failed logins
2557,192.168.46.246,Large transaction
6516,192.168.133.136,Large transaction
9537,192.168.26.188,Suspicious IP
9900,192.168.132.139,High-frequency access
8189,192.168.7.75,Failed logins
5645,192.168.4.80,Suspicious IP
2220,192.168.38.124,High-frequency access
5263,192.168.29.4,Failed logins
6391,192.168.33.22,Failed logins
7973,192.168.182.226,Suspicious IP
4760,192.168.85.252,Failed logins
6974,192.168.26.65,High-frequency access
1634,192.168.56.77,Large transaction
8822,192.168.233.26,Suspicious IP
8614,192.168.207.110,Failed logins
5636,192.168.232.107,Suspicious IP
9811,192.168.243.255,High-frequency access
763,192.168.233.141,High-frequency access
6296,192.168.147.102,Large transaction
8937,192.168.41.102,Suspicious IP
3919,192.168.71.113,Suspicious IP
8532,192.168.136.135,High-frequency access
1975,192.168.40.136,Suspicious IP
5274,192.168.242.67,Suspicious IP
6412,192.168.174.230,Large transaction
4425,192.168.159.53,Suspicious IP
9722,192.168.103.169,Suspicious IP
2602,192.168.170.158,High-frequency access
5838,192.168.240.133,High-frequency access
4630,192.168.54.113,Failed logins
5019,192.168.41.129,Failed logins
2512,192.168.228.111,High-frequency access
3913,192.168.18.226,Failed logins
7704,192.168.17.47,Failed logins
5119,192.168.90.109,Failed logins
664,192.168.226.154,High-frequency access
2259,192.168.206.118,Large transaction
8754,192.168.185.156,Failed logins
6642,192.168.59.254,Suspicious IP
4762,192.168.39.238,Failed logins
9928,192.168.70.230,Large transaction
9423,192.168.182.8,Large transaction
9376,192.168.81.132,Suspicious IP
8494,192.168.30.30,Failed logins
3410,192.168.175.247,High-frequency access
4729,192.168.191.65,Suspicious IP
2438,192.168.158.182,Large transaction
5164,192.168.62.61,Failed logins
5953,192.168.223.82,Suspicious IP
435,192.168.125.155,Large transaction
5743,192.168.168.75,High-frequency access
5442,192.168.53.104,Large transaction
788,192.168.156.156,High-frequency access
7721,192.168.4.183,High-frequency access
7756,192.168.51.213,Suspicious IP
3690,192.168.142.227,Failed logins
9009,192.168.234.37,Suspicious IP
2451,192.168.52.18,Large transaction
7249,192.168.68.24,Large transaction
7745,192.168.141.120,High-frequency access
4039,192.168.69.238,High-frequency access
3834,192.168.204.110,Large transaction
3137,192.168.60.145,Large transaction
9996,192.168.105.150,Suspicious IP
8940,192.168.133.246,Suspicious IP
3795,192.168.187.25,Suspicious IP
2749,192.168.91.223,Failed logins
1698,192.168.254.144,Failed logins
329,192.168.220.45,Large transaction
9563,192.168.22.211,Large transaction
1510,192.168.128.200,High-frequency access
1866,192.168.211.190,High-frequency access
4570,192.168.58.248,Failed logins
6172,192.168.16.91,Large transaction
6404,192.168.18.36,Large transaction
207,192.168.222.192,Failed logins
2104,192.168.250.85,High-frequency access
5675,192.168.101.135,High-frequency access
2537,192.168.182.213,Suspicious IP
6505,192.168.135.37,Suspicious IP
9268,192.168.5.209,Failed logins
6284,192.168.209.0,Suspicious IP
9799,192.168.64.170,Suspicious IP
3207,192.168.141.16,Failed logins
6445,192.168.199.154,Suspicious IP
1413,192.168.115.212,High-frequency access
4582,192.168.105.143,Failed logins
6434,192.168.38.8,Suspicious IP
1100,192.168.10.125,Large transaction
7874,192.168.82.203,High-frequency access
8279,192.168.193.214,Suspicious IP
9552,192.168.95.140,Suspicious IP
7706,192.168.216.85,Suspicious IP
6411,192.168.203.11,High-frequency access
7459,192.168.33.2,High-frequency access
9231,192.168.113.121,Large transaction
3652,192.168.75.164,Failed logins
7340,192.168.120.24,High-frequency access
6149,192.168.14.40,Suspicious IP
1298,192.168.226.81,Large transaction
6354,192.168.81.230,High-frequency access
7263,192.168.102.230,High-frequency access
9333,192.168.25.120,Suspicious IP
7079,192.168.120.87,Large transaction
5313,192.168.44.92,Failed logins
6106,192.168.151.58,High-frequency access
3420,192.168.70.77,Failed logins
8100,192.168.38.178,Suspicious IP
989,192.168.110.228,Large transaction
6548,192.168.28.172,Suspicious IP
8141,192.168.19.14,Large transaction
8449,192.168.44.202,Large transaction
